#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season
90,Zaza Pachulia,ATL,11,160.7,51,18,35,0.514,0,0,0.0,15,24,0.625,19,19,38,3,2,7,9,34,2009-2010
91,Jerry Stackhouse,MIL,7,144.5,51,14,43,0.326,5,15,0.333,18,20,0.9,1,11,12,8,5,1,5,4,2009-2010
92,Matt Bonner,SAS,10,173.4,50,19,44,0.432,10,27,0.37,2,2,1.0,7,25,32,4,1,3,7,22,2009-2010
93,Quentin Richardson,MIA,5,148.7,49,18,45,0.4,9,22,0.409,4,5,0.8,1,18,19,8,8,1,5,16,2009-2010
94,Nicolas Batum,POR,6,138.7,49,17,37,0.459,9,21,0.429,6,8,0.75,4,15,19,5,2,0,4,13,2009-2010
95,Jason Kidd,DAL,6,243.2,48,14,46,0.304,9,28,0.321,11,12,0.917,6,35,41,42,14,1,9,15,2009-2010
96,Lou Amundson,PHX,16,193.6,47,19,36,0.528,0,0,0.0,9,21,0.429,30,26,56,1,6,7,6,31,2009-2010
97,Serge Ibaka,OKC,6,152.6,47,20,35,0.571,0,0,0.0,7,10,0.7,13,26,39,2,2,12,6,19,2009-2010
98,Robin Lopez,PHX,6,103.6,47,19,35,0.543,0,0,0.0,9,9,1.0,12,12,24,0,2,1,3,11,2009-2010
99,Raymond Felton,CHA,4,129.5,47,17,42,0.405,4,13,0.308,9,12,0.75,3,7,10,20,2,0,6,8,2009-2010
100,Ty Lawson,DEN,6,117.8,47,15,35,0.429,4,10,0.4,13,19,0.684,4,4,8,16,6,0,8,18,2009-2010
101,James Harden,OKC,6,120.1,46,12,31,0.387,6,16,0.375,16,19,0.842,1,14,15,11,6,1,3,14,2009-2010
102,Nenad Krstic,OKC,6,129.2,43,15,37,0.405,0,0,0.0,13,14,0.929,15,20,35,4,3,4,5,15,2009-2010
103,Marcin Gortat,ORL,14,212.3,42,17,26,0.654,0,0,0.0,8,11,0.727,24,38,62,9,3,4,3,29,2009-2010
104,Flip Murray,CHI,5,97.4,42,15,37,0.405,4,12,0.333,8,8,1.0,4,9,13,10,2,0,1,3,2009-2010
105,Rudy Fernandez,POR,6,119.1,41,12,27,0.444,11,23,0.478,6,8,0.75,2,8,10,8,1,0,5,7,2009-2010
106,J.J. Hickson,CLE,11,79.1,39,14,22,0.636,0,0,0.0,11,16,0.688,1,8,9,1,0,0,6,9,2009-2010
107,Kurt Thomas,MIL,7,199.2,38,17,35,0.486,0,0,0.0,4,5,0.8,12,43,55,11,3,4,8,26,2009-2010
108,Jamario Moon,CLE,11,113.1,38,14,24,0.583,8,16,0.5,2,3,0.667,2,14,16,5,4,5,0,8,2009-2010
109,Taj Gibson,CHI,5,144.6,38,16,38,0.421,0,0,0.0,6,11,0.545,9,26,35,3,1,3,2,17,2009-2010
110,DeJuan Blair,SAS,10,91.3,37,16,32,0.5,0,0,0.0,5,9,0.556,19,20,39,5,5,4,2,18,2009-2010
111,Jason Williams,ORL,14,192.1,37,13,38,0.342,6,24,0.25,5,5,1.0,3,8,11,23,4,0,5,8,2009-2010
112,Brendan Haywood,DAL,6,138.7,36,12,21,0.571,0,0,0.0,12,20,0.6,18,19,37,3,7,10,3,14,2009-2010
113,Marcus Camby,POR,6,177.5,35,16,38,0.421,0,1,0.0,3,6,0.5,16,44,60,14,4,7,3,18,2009-2010
114,Tyrus Thomas,CHA,4,67.7,35,15,24,0.625,0,0,0.0,5,6,0.833,6,16,22,2,2,2,4,9,2009-2010
115,J.J. Barea,DAL,6,104.5,35,15,37,0.405,4,10,0.4,1,3,0.333,4,8,12,15,2,1,10,13,2009-2010
116,Kyrylo Fesenko,UTA,10,181.0,33,13,30,0.433,0,0,0.0,7,21,0.333,8,31,39,12,0,5,14,30,2009-2010
117,Sasha Vujacic,LAL,10,75.9,31,10,23,0.435,6,15,0.4,5,6,0.833,3,5,8,5,2,0,3,8,2009-2010
118,Boris Diaw,CHA,4,152.1,30,14,28,0.5,1,9,0.111,1,2,0.5,7,13,20,16,1,3,12,11,2009-2010
119,Udonis Haslem,MIA,5,141.7,30,13,37,0.351,0,0,0.0,4,6,0.667,9,28,37,4,1,1,5,18,2009-2010
120,Brandon Roy,POR,3,82.9,29,10,33,0.303,2,12,0.167,7,9,0.778,2,5,7,5,0,0,3,7,2009-2010
121,Chris Andersen,DEN,6,115.7,27,9,17,0.529,0,0,0.0,9,14,0.643,7,20,27,1,1,6,4,14,2009-2010
122,Thabo Sefolosha,OKC,6,127.0,27,8,27,0.296,3,13,0.231,8,9,0.889,3,15,18,7,5,6,2,15,2009-2010
123,Brad Miller,CHI,5,92.7,27,10,27,0.37,0,4,0.0,7,7,1.0,3,15,18,4,0,1,7,16,2009-2010
124,Carlos Arroyo,MIA,5,114.5,26,12,26,0.462,0,1,0.0,2,2,1.0,2,7,9,11,3,0,3,9,2009-2010
125,Dorell Wright,MIA,5,111.5,25,9,25,0.36,2,8,0.25,5,5,1.0,2,17,19,9,2,0,6,3,2009-2010
126,Maurice Evans,ATL,11,148.4,25,11,37,0.297,3,10,0.3,0,0,0.0,4,9,13,2,9,0,5,19,2009-2010
127,Ryan Anderson,ORL,9,88.9,23,9,29,0.31,4,14,0.286,1,1,1.0,8,23,31,3,2,2,5,12,2009-2010
128,Eric Maynor,OKC,6,76.2,22,6,20,0.3,1,6,0.167,9,11,0.818,1,8,9,9,1,1,5,5,2009-2010
129,Jermaine O'Neal,MIA,5,116.6,21,9,44,0.205,0,0,0.0,3,7,0.429,10,18,28,5,4,10,7,13,2009-2010
130,Ronnie Price,UTA,10,89.6,20,7,24,0.292,2,7,0.286,4,8,0.5,5,5,10,14,4,1,2,20,2009-2010
131,Juwan Howard,POR,6,86.5,20,10,19,0.526,0,0,0.0,0,0,0.0,8,8,16,4,1,1,3,20,2009-2010
132,Dan Gadzuric,MIL,7,76.1,19,9,17,0.529,0,0,0.0,1,4,0.25,10,14,24,1,1,5,6,15,2009-2010
133,Nick Collison,OKC,6,128.7,19,8,24,0.333,0,1,0.0,3,7,0.429,12,16,28,2,5,1,4,20,2009-2010
134,Luke Walton,LAL,16,96.2,18,7,23,0.304,2,9,0.222,2,4,0.5,0,8,8,14,1,2,4,13,2009-2010
135,D.J. Augustin,CHA,4,72.7,17,5,17,0.294,2,6,0.333,5,6,0.833,1,3,4,7,1,1,4,4,2009-2010
136,Michael Finley,BOS,18,107.6,15,5,20,0.25,3,11,0.273,2,2,1.0,1,10,11,4,4,0,0,4,2009-2010
137,Joel Anthony,MIA,5,78.6,13,5,7,0.714,0,0,0.0,3,4,0.75,6,3,9,1,2,5,1,9,2009-2010
138,Zydrunas Ilgauskas,CLE,7,68.6,12,5,13,0.385,0,0,0.0,2,3,0.667,7,4,11,3,0,7,1,10,2009-2010
139,Jarron Collins,PHX,11,115.3,12,5,15,0.333,0,0,0.0,2,2,1.0,9,8,17,0,1,1,3,22,2009-2010
140,Erick Dampier,DAL,5,118.5,5,0,8,0.0,0,0,0.0,5,12,0.417,18,15,33,3,1,5,6,19,2009-2010
141,Roger Mason,SAS,6,60.9,3,1,12,0.083,1,7,0.143,0,0,0.0,0,4,4,2,1,0,2,12,2009-2010
1,Kobe Bryant,LAL,23,939.7,695,242,530,0.457,37,106,0.349,174,197,0.883,19,104,123,126,38,21,59,59,2008-2009
2,LeBron James,CLE,14,579.8,494,159,312,0.51,27,81,0.333,149,199,0.749,19,109,128,102,23,12,38,30,2008-2009
3,Dwight Howard,ORL,23,902.7,467,161,268,0.601,0,2,0.0,145,228,0.636,99,254,353,43,20,60,67,102,2008-2009
4,Rashard Lewis,ORL,24,985.9,455,156,348,0.448,52,132,0.394,91,116,0.784,29,124,153,70,25,13,50,50,2008-2009
5,Carmelo Anthony,DEN,16,611.8,435,146,322,0.453,24,66,0.364,119,144,0.826,26,67,93,65,28,10,37,60,2008-2009
6,Pau Gasol,LAL,23,930.9,420,160,276,0.58,0,0,0.0,100,140,0.714,68,181,249,58,19,45,44,69,2008-2009
7,Hedo Turkoglu,ORL,24,933.6,378,126,295,0.427,32,83,0.386,94,115,0.817,9,100,109,116,18,4,64,80,2008-2009
8,Chauncey Billups,DEN,16,619.3,330,90,197,0.457,44,94,0.468,106,117,0.906,5,56,61,109,20,4,31,38,2008-2009
9,Paul Pierce,BOS,14,556.0,294,95,221,0.43,19,57,0.333,85,101,0.842,4,77,81,43,15,5,33,44,2008-2009
10,Lamar Odom,LAL,23,734.7,283,108,206,0.524,18,35,0.514,49,80,0.613,64,146,210,42,16,31,39,75,2008-2009
11,Rafer Alston,ORL,23,740.2,281,106,279,0.38,36,113,0.319,33,44,0.75,3,53,56,94,33,4,40,53,2008-2009
12,Dirk Nowitzki,DAL,10,393.8,268,88,170,0.518,6,21,0.286,86,93,0.925,12,89,101,31,9,8,23,21,2008-2009
13,Trevor Ariza,LAL,23,722.1,260,92,185,0.497,40,84,0.476,36,64,0.563,22,75,97,54,36,10,38,73,2008-2009
14,Ray Allen,BOS,14,565.0,256,83,206,0.403,35,100,0.35,55,58,0.948,13,42,55,37,15,5,25,35,2008-2009
15,Mickael Pietrus,ORL,24,617.7,252,84,174,0.483,37,96,0.385,47,65,0.723,19,43,62,14,18,13,22,77,2008-2009
16,J.R. Smith,DEN,16,434.7,239,88,194,0.454,38,106,0.358,25,46,0.543,11,42,53,45,17,4,26,51,2008-2009
17,Rajon Rondo,BOS,14,577.1,236,93,223,0.417,6,24,0.25,44,67,0.657,32,104,136,137,35,3,38,47,2008-2009
18,Mo Williams,CLE,14,540.7,228,80,196,0.408,35,94,0.372,33,43,0.767,9,36,45,58,10,1,30,43,2008-2009
19,Glen Davis,BOS,14,509.5,221,86,175,0.491,0,0,0.0,49,69,0.71,33,46,79,25,18,8,20,59,2008-2009
20,Aaron Brooks,HOU,13,443.7,218,77,170,0.453,27,64,0.422,37,46,0.804,4,30,34,44,5,3,29,29,2008-2009
21,Dwyane Wade,MIA,7,285.2,204,68,155,0.439,18,50,0.36,50,58,0.862,4,31,35,37,6,11,25,20,2008-2009
22,Metta World Peace,HOU,13,488.0,203,80,203,0.394,23,83,0.277,20,28,0.714,12,44,56,54,14,3,32,27,2008-2009
23,Delonte West,CLE,14,590.6,193,73,157,0.465,12,36,0.333,35,42,0.833,6,43,49,58,19,7,34,28,2008-2009
24,Josh Smith,ATL,11,410.5,188,67,159,0.421,2,15,0.133,52,71,0.732,24,58,82,24,12,17,21,36,2008-2009
25,Luis Scola,HOU,13,424.4,187,77,156,0.494,0,0,0.0,33,49,0.673,28,81,109,23,7,3,22,45,2008-2009
26,Maybyner Nene,DEN,16,524.9,184,69,126,0.548,0,0,0.0,46,70,0.657,37,83,120,42,20,10,31,65,2008-2009
27,Joe Johnson,ATL,11,428.8,180,70,168,0.417,12,35,0.343,28,45,0.622,17,32,49,39,14,0,32,24,2008-2009
28,Derek Fisher,LAL,22,635.5,176,63,160,0.394,19,67,0.284,31,36,0.861,7,38,45,49,21,1,24,61,2008-2009
29,Kenyon Martin,DEN,16,538.3,174,75,151,0.497,1,5,0.2,23,35,0.657,24,70,94,34,18,14,26,60,2008-2009
30,Ben Gordon,CHI,7,304.2,170,52,134,0.388,17,46,0.37,49,56,0.875,3,17,20,21,3,1,8,22,2008-2009
31,Courtney Lee,ORL,21,549.6,169,67,154,0.435,12,44,0.273,23,26,0.885,6,33,39,27,19,3,20,42,2008-2009
32,Kendrick Perkins,BOS,14,512.1,166,73,127,0.575,0,1,0.0,20,30,0.667,51,111,162,20,6,37,33,51,2008-2009
33,Brandon Roy,POR,6,238.4,160,56,122,0.459,8,17,0.471,40,46,0.87,6,23,29,17,8,7,13,15,2008-2009
34,Josh Howard,DAL,10,294.7,158,56,128,0.438,8,32,0.25,38,49,0.776,10,41,51,13,9,4,21,24,2008-2009
35,Yao Ming,HOU,9,322.6,154,54,99,0.545,0,0,0.0,46,51,0.902,19,79,98,9,4,11,17,27,2008-2009
36,Zydrunas Ilgauskas,CLE,14,406.8,147,62,138,0.449,2,13,0.154,21,33,0.636,27,82,109,17,5,13,9,47,2008-2009
37,Mike Bibby,ATL,11,389.8,145,49,106,0.462,26,48,0.542,21,22,0.955,6,31,37,46,10,2,24,34,2008-2009
38,Andrew Bynum,LAL,23,400.2,144,58,127,0.457,0,0,0.0,28,43,0.651,33,53,86,10,8,21,19,77,2008-2009
39,Tony Parker,SAS,5,181.3,143,59,108,0.546,3,14,0.214,22,31,0.71,1,20,21,34,6,1,21,13,2008-2009
40,Jason Terry,DAL,10,325.5,143,49,126,0.389,22,59,0.373,23,30,0.767,6,22,28,19,6,3,16,18,2008-2009
41,Derrick Rose,CHI,7,313.5,138,59,120,0.492,0,4,0.0,20,25,0.8,12,32,44,45,4,5,35,25,2008-2009
42,Flip Murray,ATL,11,340.6,130,42,123,0.341,14,50,0.28,32,37,0.865,6,24,30,28,12,3,14,17,2008-2009
43,Andre Iguodala,PHI,6,268.6,129,44,98,0.449,11,28,0.393,30,46,0.652,6,32,38,40,11,0,24,9,2008-2009
44,Andre Miller,PHI,6,257.9,127,48,101,0.475,3,10,0.3,28,34,0.824,9,29,38,32,7,1,19,17,2008-2009
45,John Salmons,CHI,7,312.8,127,43,107,0.402,12,38,0.316,29,34,0.853,6,25,31,16,9,7,12,20,2008-2009
46,LaMarcus Aldridge,POR,6,237.3,117,51,104,0.49,1,4,0.25,14,20,0.7,9,36,45,8,3,10,10,16,2008-2009
47,Jason Kidd,DAL,10,386.3,114,38,83,0.458,21,47,0.447,17,20,0.85,7,51,58,59,22,3,20,24,2008-2009
48,Dahntay Jones,DEN,16,279.9,112,38,79,0.481,3,12,0.25,33,43,0.767,16,22,38,10,13,5,13,41,2008-2009
49,Eddie House,BOS,14,232.3,108,40,77,0.519,18,37,0.486,10,11,0.909,2,18,20,13,11,0,6,26,2008-2009
50,Von Wafer,HOU,13,180.8,106,39,92,0.424,9,22,0.409,19,22,0.864,0,12,12,9,2,1,11,11,2008-2009
51,Shane Battier,HOU,13,495.7,105,33,81,0.407,17,54,0.315,22,23,0.957,21,43,64,31,14,9,15,33,2008-2009
52,Carlos Boozer,UTA,5,185.6,103,38,72,0.528,0,0,0.0,27,35,0.771,12,54,66,11,8,2,15,18,2008-2009
53,Shannon Brown,LAL,21,275.8,103,36,83,0.434,12,25,0.48,19,24,0.792,8,17,25,13,10,2,10,27,2008-2009
54,Deron Williams,UTA,5,210.7,101,29,70,0.414,9,25,0.36,34,41,0.829,4,15,19,54,9,2,21,17,2008-2009
55,Tim Duncan,SAS,5,163.6,99,41,77,0.532,0,0,0.0,17,28,0.607,12,28,40,16,3,6,7,11,2008-2009
56,Chris Andersen,DEN,15,327.6,97,34,54,0.63,0,1,0.0,29,44,0.659,29,66,95,9,5,32,8,42,2008-2009
57,Anderson Varejao,CLE,14,420.0,97,41,82,0.5,0,0,0.0,15,22,0.682,41,49,90,8,18,16,15,49,2008-2009
58,Linas Kleiza,DEN,14,210.3,97,31,66,0.47,17,40,0.425,18,24,0.75,8,37,45,7,5,1,2,17,2008-2009
59,Carl Landry,HOU,13,239.7,97,39,70,0.557,0,2,0.0,19,33,0.576,16,35,51,3,4,5,14,27,2008-2009
60,J.J. Redick,ORL,16,326.8,96,31,83,0.373,21,52,0.404,13,14,0.929,2,17,19,31,8,1,7,26,2008-2009
61,Brandon Bass,DAL,10,191.8,94,33,60,0.55,0,0,0.0,28,31,0.903,13,28,41,7,7,4,4,22,2008-2009
62,Jordan Farmar,LAL,20,260.3,94,34,87,0.391,12,39,0.308,14,19,0.737,5,23,28,33,9,3,18,16,2008-2009
63,David West,NOP,5,178.4,90,32,80,0.4,0,0,0.0,26,29,0.897,5,32,37,6,5,2,14,19,2008-2009
64,Kirk Hinrich,CHI,7,210.4,88,29,62,0.468,13,30,0.433,17,25,0.68,2,17,19,20,12,3,8,18,2008-2009
65,Michael Beasley,MIA,7,178.4,85,34,88,0.386,4,13,0.308,13,17,0.765,10,41,51,7,2,7,11,14,2008-2009
66,Chris Paul,NOP,5,201.1,83,30,73,0.411,5,16,0.313,18,21,0.857,4,18,22,52,8,0,24,8,2008-2009
67,Anthony Johnson,ORL,19,279.6,82,32,85,0.376,9,30,0.3,9,18,0.5,7,19,26,39,11,0,12,28,2008-2009
68,Luke Walton,LAL,21,331.7,80,32,75,0.427,5,16,0.313,11,18,0.611,16,36,52,45,14,3,20,41,2008-2009
69,Jermaine O'Neal,MIA,6,161.7,80,28,51,0.549,0,0,0.0,24,32,0.75,7,20,27,9,3,9,10,18,2008-2009
70,Marcin Gortat,ORL,24,270.5,78,34,52,0.654,0,0,0.0,10,16,0.625,18,58,76,3,9,15,11,39,2008-2009
71,Zaza Pachulia,ATL,11,260.2,76,22,53,0.415,0,0,0.0,32,42,0.762,28,48,76,3,5,3,14,40,2008-2009
72,J.J. Barea,DAL,10,221.3,76,31,71,0.437,5,16,0.313,9,13,0.692,3,17,20,34,3,0,6,13,2008-2009
73,Joe Smith,CLE,13,217.5,72,23,50,0.46,3,5,0.6,23,29,0.793,10,38,48,3,6,7,7,25,2008-2009
74,Brad Miller,CHI,7,185.8,72,24,51,0.471,5,7,0.714,19,24,0.792,11,44,55,9,2,6,21,25,2008-2009
75,Thaddeus Young,PHI,6,229.2,72,31,70,0.443,5,12,0.417,5,6,0.833,9,18,27,8,6,1,8,17,2008-2009
76,Joakim Noah,CHI,7,271.0,71,26,51,0.51,0,0,0.0,19,25,0.76,28,64,92,16,6,15,8,31,2008-2009
77,Kyle Lowry,HOU,13,253.5,69,21,63,0.333,4,16,0.25,23,31,0.742,8,30,38,32,12,1,17,23,2008-2009
78,Sasha Vujacic,LAL,23,250.3,69,24,91,0.264,16,51,0.314,5,6,0.833,7,25,32,12,10,4,10,34,2008-2009
79,Maurice Evans,ATL,11,265.2,68,28,65,0.431,8,28,0.286,4,6,0.667,8,8,16,10,6,3,4,29,2008-2009
80,Tyrus Thomas,CHI,7,195.1,67,28,64,0.438,0,1,0.0,11,14,0.786,8,36,44,6,7,20,11,23,2008-2009
81,James Jones,MIA,7,235.2,67,17,32,0.531,11,22,0.5,22,24,0.917,2,14,16,5,3,1,4,19,2008-2009
82,Al Horford,ATL,9,252.1,62,25,59,0.424,0,1,0.0,12,18,0.667,12,40,52,18,6,6,4,26,2008-2009
83,Brian Scalabrine,BOS,12,245.5,61,22,52,0.423,13,29,0.448,4,4,1.0,7,19,26,12,2,5,5,43,2008-2009
84,Rodney Stuckey,DET,4,128.1,60,24,61,0.393,0,8,0.0,12,14,0.857,2,7,9,21,0,0,6,9,2008-2009
85,Steve Blake,POR,6,230.5,59,22,45,0.489,10,24,0.417,5,7,0.714,4,20,24,37,5,0,9,11,2008-2009
86,Udonis Haslem,MIA,7,203.8,59,25,46,0.543,0,0,0.0,9,10,0.9,13,48,61,3,3,3,6,19,2008-2009
87,Paul Millsap,UTA,5,155.4,59,25,49,0.51,0,0,0.0,9,18,0.5,20,20,40,8,4,5,6,17,2008-2009
88,Antoine Wright,DAL,10,166.9,59,21,43,0.488,8,21,0.381,9,11,0.818,5,8,13,10,3,2,4,30,2008-2009
89,Lou Williams,PHI,6,149.1,58,21,51,0.412,6,16,0.375,10,15,0.667,2,13,15,17,3,1,12,10,2008-2009
90,Erick Dampier,DAL,10,254.8,57,22,36,0.611,0,0,0.0,13,21,0.619,25,36,61,7,4,9,19,41,2008-2009
91,James Posey,NOP,5,122.6,57,15,40,0.375,5,19,0.263,22,26,0.846,5,26,31,3,3,0,10,12,2008-2009
92,Peja Stojakovic,NOP,5,162.1,56,18,49,0.367,8,26,0.308,12,13,0.923,4,10,14,2,4,1,6,17,2008-2009
93,Andrei Kirilenko,UTA,5,136.3,55,22,47,0.468,1,5,0.2,10,14,0.714,7,7,14,10,11,3,5,6,2008-2009
94,Travis Outlaw,POR,6,170.3,54,21,66,0.318,4,16,0.25,8,12,0.667,2,16,18,3,5,4,5,10,2008-2009
95,Kyle Korver,UTA,5,136.2,53,18,46,0.391,12,26,0.462,5,7,0.714,2,9,11,13,3,1,2,9,2008-2009
96,Rasual Butler,NOP,5,157.6,53,17,37,0.459,10,19,0.526,9,9,1.0,3,12,15,1,1,4,6,14,2008-2009
97,Richard Hamilton,DET,4,154.2,53,21,59,0.356,2,10,0.2,9,10,0.9,2,9,11,20,5,1,10,12,2008-2009
98,Antonio McDyess,DET,4,135.7,52,23,44,0.523,0,0,0.0,6,6,1.0,6,28,34,2,2,3,5,17,2008-2009
99,Stephon Marbury,BOS,14,166.1,52,20,66,0.303,3,12,0.25,9,9,1.0,2,11,13,25,1,0,10,15,2008-2009
100,Mario Chalmers,MIA,7,230.9,51,20,50,0.4,6,21,0.286,5,7,0.714,6,13,19,31,20,1,17,21,2008-2009
101,Ronnie Brewer,UTA,5,157.5,51,20,49,0.408,0,2,0.0,11,16,0.688,7,16,23,13,7,1,11,9,2008-2009
102,Will Bynum,DET,4,78.2,47,18,39,0.462,1,4,0.25,10,10,1.0,1,5,6,10,5,0,8,9,2008-2009
103,Daniel Gibson,CLE,14,171.9,47,13,40,0.325,10,28,0.357,11,11,1.0,1,6,7,6,1,3,7,18,2008-2009
104,Willie Green,PHI,6,147.5,47,21,51,0.412,4,11,0.364,1,3,0.333,0,6,6,7,0,1,5,13,2008-2009
105,Rudy Fernandez,POR,6,162.1,45,15,35,0.429,8,19,0.421,7,7,1.0,2,15,17,6,8,3,9,12,2008-2009
106,Tony Battie,ORL,21,128.4,45,21,45,0.467,0,0,0.0,3,5,0.6,7,13,20,2,0,3,2,12,2008-2009
107,Anthony Carter,DEN,16,227.9,44,20,49,0.408,2,12,0.167,2,4,0.5,11,21,32,34,15,1,11,27,2008-2009
108,Wally Szczerbiak,CLE,12,154.4,43,16,36,0.444,2,12,0.167,9,11,0.818,8,20,28,7,2,1,9,19,2008-2009
109,Michael Finley,SAS,5,143.4,40,15,34,0.441,7,15,0.467,3,4,0.75,3,12,15,5,1,1,4,8,2008-2009
110,Daequan Cook,MIA,7,160.8,37,13,42,0.31,9,30,0.3,2,2,1.0,3,14,17,4,2,0,6,18,2008-2009
111,Samuel Dalembert,PHI,6,133.3,35,16,25,0.64,0,0,0.0,3,4,0.75,10,37,47,3,2,9,6,24,2008-2009
112,Roger Mason,SAS,5,108.4,33,12,32,0.375,7,19,0.368,2,3,0.667,0,8,8,9,1,0,4,10,2008-2009
113,Greg Oden,POR,6,95.7,30,11,21,0.524,0,0,0.0,8,12,0.667,11,15,26,0,2,5,8,27,2008-2009
114,Marvin Williams,ATL,6,97.3,30,10,29,0.345,1,6,0.167,9,13,0.692,3,6,9,6,5,2,6,8,2008-2009
115,Josh Powell,LAL,14,73.3,29,11,26,0.423,1,1,1.0,6,6,1.0,7,10,17,4,0,1,4,8,2008-2009
116,Drew Gooden,SAS,4,70.7,29,11,33,0.333,0,2,0.0,7,7,1.0,5,10,15,1,1,1,3,13,2008-2009
117,Rasheed Wallace,DET,4,122.0,26,11,30,0.367,4,8,0.5,0,0,0.0,2,23,25,3,2,1,3,12,2008-2009
118,Arron Afflalo,DET,4,66.3,25,10,21,0.476,2,10,0.2,3,5,0.6,1,2,3,1,0,2,3,9,2008-2009
119,Joel Przybilla,POR,6,162.4,23,10,18,0.556,0,0,0.0,3,6,0.5,19,25,44,8,4,12,3,21,2008-2009
120,Sasha Pavlovic,CLE,11,91.4,23,10,20,0.5,2,8,0.25,1,3,0.333,1,14,15,4,4,0,3,9,2008-2009
121,George Hill,SAS,4,76.2,23,7,21,0.333,3,8,0.375,6,7,0.857,3,5,8,2,2,1,2,6,2008-2009
122,Ryan Hollins,DAL,9,83.8,22,8,14,0.571,0,0,0.0,6,10,0.6,9,15,24,1,1,4,4,22,2008-2009
123,Bruce Bowen,SAS,5,129.8,21,7,13,0.538,5,9,0.556,2,2,1.0,0,15,15,3,3,0,3,10,2008-2009
124,Chuck Hayes,HOU,13,173.4,20,10,21,0.476,0,2,0.0,0,0,0.0,13,26,39,10,13,2,4,27,2008-2009
125,Theo Ratliff,PHI,6,94.2,20,9,11,0.818,0,0,0.0,2,4,0.5,6,17,23,0,1,4,4,24,2008-2009
126,Jameer Nelson,ORL,5,89.8,19,8,23,0.348,1,6,0.167,2,4,0.5,1,6,7,14,1,0,7,3,2008-2009
127,Ime Udoka,SAS,5,104.4,17,7,20,0.35,1,8,0.125,2,5,0.4,8,15,23,4,4,1,2,14,2008-2009
128,Ben Wallace,CLE,14,176.2,16,8,13,0.615,0,0,0.0,0,6,0.0,18,20,38,4,4,4,3,13,2008-2009
129,Sean Marks,NOP,5,80.4,16,6,13,0.462,0,1,0.0,4,5,0.8,10,10,20,0,3,2,2,9,2008-2009
130,Mikki Moore,BOS,10,65.8,15,5,10,0.5,0,0,0.0,5,6,0.833,6,9,15,4,2,5,1,11,2008-2009
131,Jason Maxiell,DET,4,63.9,15,5,10,0.5,0,0,0.0,5,9,0.556,7,6,13,2,1,1,1,5,2008-2009
132,Tyson Chandler,NOP,4,93.6,15,6,12,0.5,0,0,0.0,3,6,0.5,8,13,21,2,2,1,8,17,2008-2009
133,Matt Bonner,SAS,5,99.6,15,5,23,0.217,3,13,0.231,2,2,1.0,6,10,16,0,3,2,2,10,2008-2009
134,Tayshaun Prince,DET,4,128.6,15,7,27,0.259,1,5,0.2,0,0,0.0,1,13,14,5,1,0,5,4,2008-2009
135,Solomon Jones,ATL,9,77.2,14,6,12,0.5,0,0,0.0,2,2,1.0,9,7,16,2,1,0,1,9,2008-2009
136,Antonio Daniels,NOP,5,64.3,14,2,13,0.154,1,4,0.25,9,11,0.818,1,2,3,9,2,1,5,1,2008-2009
137,Kurt Thomas,SAS,5,79.8,13,5,11,0.455,0,0,0.0,3,4,0.75,4,19,23,2,1,2,4,13,2008-2009
138,Nicolas Batum,POR,6,63.1,12,5,9,0.556,2,4,0.5,0,0,0.0,1,2,3,1,1,2,3,7,2008-2009
139,Joel Anthony,MIA,6,88.3,10,4,5,0.8,0,0,0.0,2,2,1.0,9,10,19,2,0,7,1,9,2008-2009
140,Tony Allen,BOS,10,60.3,9,4,8,0.5,0,0,0.0,1,1,1.0,1,8,9,3,2,0,1,4,2008-2009
1,Kobe Bryant,LAL,21,863.0,633,222,463,0.479,32,106,0.302,157,194,0.809,18,101,119,117,35,8,70,59,2007-2008
2,Kevin Garnett,BOS,26,986.7,530,217,438,0.495,2,8,0.25,94,116,0.81,72,202,274,87,35,29,55,74,2007-2008
3,Paul Pierce,BOS,26,989.6,511,163,370,0.441,43,119,0.361,142,177,0.802,21,108,129,119,28,8,82,90,2007-2008
4,Ray Allen,BOS,26,987.4,405,133,311,0.428,55,139,0.396,84,92,0.913,25,73,98,71,24,8,38,63,2007-2008
5,Tony Parker,SAS,17,654.3,381,152,306,0.497,7,20,0.35,70,93,0.753,10,53,63,103,16,1,50,37,2007-2008
6,Richard Hamilton,DET,17,655.6,368,134,285,0.47,8,26,0.308,92,101,0.911,19,53,72,67,23,9,48,48,2007-2008
7,LeBron James,CLE,13,551.9,366,113,275,0.411,18,70,0.257,122,167,0.731,16,86,102,99,23,17,54,33,2007-2008
8,Pau Gasol,LAL,21,835.5,354,141,266,0.53,0,0,0.0,72,104,0.692,55,140,195,83,11,40,44,60,2007-2008
9,Tim Duncan,SAS,17,665.9,343,135,301,0.449,1,5,0.2,72,115,0.626,61,186,247,56,15,35,41,41,2007-2008
10,Manu Ginobili,SAS,17,558.8,303,98,232,0.422,38,102,0.373,69,77,0.896,14,50,64,67,10,5,47,47,2007-2008
11,Lamar Odom,LAL,21,786.3,301,107,218,0.491,3,11,0.273,84,127,0.661,47,162,209,62,14,27,47,72,2007-2008
